gene_name	gene_id	cgnc	mirbase
gene-TXNDC5	420867	51359	NA
gene-MIR6571	102465331	71760	MI0022389
gene-BMP6	420868	9693	NA
gene-DSP	420869	9696	NA
gene-RIOK1	420870	51360	NA
gene-SSR1	420871	9701	NA
gene-LOC112531763	112531763	NA	NA
gene-RREB1	395920	9702	NA
gene-LOC107051677	107051677	74685	NA
gene-LOC101751974	101751974	71388	NA
gene-LY86	420872	9703	NA
gene-LOC101752117	101752117	71526	NA
gene-F13A1	395420	49310	NA
gene-NRN1	420873	66385	NA
gene-LOC107051678	107051678	74686	NA
gene-FARS2	428482	9705	NA
gene-TRNAP-CGG-2	112532021	NA	NA
gene-TRNAP-AGG-6	112532022	NA	NA
gene-TRNAP-AGG-7	112532004	NA	NA
gene-LYRM4	420874	9706	NA
gene-PPP1R3G	101751402	70825	NA
gene-RPP40	420876	9707	NA
gene-LOC107051679	107051679	74687	NA
gene-LOC101747276	101747276	66782	NA
gene-CDYL	420877	51361	NA
gene-LOC112531764	112531764	NA	NA
gene-LOC107051680	107051680	74688	NA
gene-LOC112531765	112531765	NA	NA
gene-ECI2	420878	9709	NA
gene-PRPF4B	420879	9712	NA
gene-LOC112531767	112531767	NA	NA
gene-LOC112531766	112531766	NA	NA
gene-PXDC1	420880	9713	NA
gene-LOC112531768	112531768	NA	NA
gene-SLC22A23	420881	9714	NA
gene-PSMG4	420882	22044	NA
gene-TUBB2B	420883	51362	NA
gene-BPHL	420885	9718	NA
gene-TUBB2A	768337	54376	NA
gene-RIPK1	378921	9719	NA
gene-NQO2	420886	66386	NA
gene-DUSP22	420887	9721	NA
gene-IRF4	374179	9722	NA
gene-LOC101748722	101748722	68204	NA
gene-EXOC2	420889	9727	NA
gene-FOXQ1	107052626	75629	NA
gene-FOXF2	100857760	65295	NA
gene-LOC107052627	107052627	75630	NA
gene-LOC112531769	112531769	NA	NA
gene-FOXC1	395856	49514	NA
gene-GMDS	420890	9729	NA
gene-LOC101748992	101748992	68469	NA
gene-MYLK4	420893	51363	NA
gene-LOC112531770	112531770	NA	NA
gene-WRNIP1	395089	9738	NA
gene-SERPINB1	420894	13903	NA
gene-SERPINB6L	420895	51364	NA
gene-SERPINB10A	101749622	53376	NA
gene-SERPINB10B	395715	49439	NA
gene-SERPINB2	420896	51365	NA
gene-OVAL	396058	49631	NA
gene-OVALY	420897	51366	NA
gene-OVALX	420898	51367	NA
gene-LOC107052628	107052628	75631	NA
gene-SERPINB12	420899	51368	NA
gene-LOC107052629	107052629	75632	NA
gene-SERPINB5	420900	9751	NA
gene-VPS4B	420901	51369	NA
gene-MIR6698	102465410	71838	MI0022519
gene-LOC112531772	112531772	NA	NA
gene-LOC112531771	112531771	NA	NA
gene-KDSR	420902	9758	NA
gene-BCL2	396282	9759	NA
gene-LOC112531773	112531773	NA	NA
gene-MARVELD3	420903	9760	NA
gene-PHLPP1	420904	9761	NA
gene-LOC107052630	107052630	75633	NA
gene-ZCCHC2	420905	9762	NA
gene-TNFRSF11A	769909	9764	NA
gene-KIAA1468	420907	9768	NA
gene-PIGN	420908	9771	NA
gene-LOC112531774	112531774	NA	NA
gene-RNF152	420909	66387	NA
gene-MIR1782	100315837	60697	MI0007525
gene-CDH20	373927	9773	NA
gene-LOC112531775	112531775	NA	NA
gene-LOC112531776	112531776	NA	NA
gene-MC4R	428485	53377	NA
gene-C2H5ORF22	420910	9776	NA
gene-DROSHA	420911	9781	NA
gene-CDH6	414842	9782	NA
gene-LOC107052631	107052631	75634	NA
gene-LOC112531777	112531777	NA	NA
gene-LOC112531778	112531778	NA	NA
gene-LOC112531779	112531779	NA	NA
gene-LOC112531780	112531780	NA	NA
gene-LOC112531985	112531985	NA	NA
gene-CDH9	428487	53378	NA
gene-ENS-3	395341	49274	NA
gene-MIR6545	102466678	71923	MI0022361
gene-LOC112531781	112531781	NA	NA
gene-LOC112531949	112531949	NA	NA
gene-CDH10	408049	9789	NA
gene-LOC107052632	107052632	75635	NA
gene-LOC112531782	112531782	NA	NA
gene-CDH12	420912	9798	NA
gene-LOC112531783	112531783	NA	NA
gene-CDH18	428490	53381	NA
gene-LOC112531953	112531953	NA	NA
gene-LOC112531784	112531784	NA	NA
gene-BASP1	373905	9805	NA
gene-LOC112531785	112531785	NA	NA
gene-LOC101749223	101749223	68695	NA
gene-MIR1766	100315930	66691	MI0007508
gene-FAM134B	100859798	63356	NA
gene-ZNF622	373921	48958	NA
gene-MARCH11	420914	51370	NA
gene-FBXL7	428492	9812	NA
gene-ANKH	420917	9813	NA
gene-LOC112531786	112531786	NA	NA
gene-LOC112531787	112531787	NA	NA
gene-LOC107052635	107052635	75638	NA
gene-FAM105B	427097	52990	NA
gene-FAM105A	769855	55588	NA
gene-LOC112531788	112531788	NA	NA
gene-TRIO	420919	9825	NA
gene-MIR757	777919	66685	MI0004999
gene-LOC101751325	101751325	70750	NA
gene-DNAH5	420921	9837	NA
gene-LOC112531789	112531789	NA	NA
gene-LOC112531982	112531982	NA	NA
gene-CTNND2	420922	9840	NA
gene-LOC107052640	107052640	75643	NA
gene-MIR1613	100315876	66689	MI0007341
gene-LOC112531790	112531790	NA	NA
gene-LOC107052641	107052641	75644	NA
gene-DAP	420923	9841	NA
gene-LOC107052639	107052639	75642	NA
gene-ANKRD33B	420924	51372	NA
gene-SNRNP48	420925	9843	NA
gene-ROPN1L	420926	9844	NA
gene-MARCH6	420927	9851	NA
gene-CMBLL	428499	66562	NA
gene-LOC107052637	107052637	75640	NA
gene-LOC112531791	112531791	NA	NA
gene-CMBL	420928	51373	NA
gene-SBK2	420929	51374	NA
gene-CCT5	420930	9864	NA
gene-FAM173B	428500	53383	NA
gene-LOC101747535	101747535	67033	NA
gene-LOC107052642	107052642	75645	NA
gene-LOC112531996	112531996	NA	NA
gene-SEMA5A	420931	9869	NA
gene-LOC112531792	112531792	NA	NA
gene-LOC112531793	112531793	NA	NA
gene-MTRR	428502	9870	NA
gene-FASTKD3	420932	9871	NA
gene-C5orf49	100857376	65638	NA
gene-ADCY2	420935	9875	NA
gene-LOC112531794	112531794	NA	NA
gene-LOC770405	770405	56003	NA
gene-LOC107055873	107055873	78828	NA
gene-MIR6562	102466718	71963	MI0022542
gene-LOC107052644	107052644	75647	NA
gene-PAPD7	770425	56019	NA
gene-LOC101748327	101748327	67814	NA
gene-SRD5A1	770453	56034	NA
gene-NSUN2	420938	9878	NA
gene-LOC112531795	112531795	NA	NA
gene-UBE2QL1	420939	51376	NA
gene-MED10	420940	66388	NA
gene-LOC107052643	107052643	75646	NA
gene-C2H7ORF57	420941	9883	NA
gene-UPP1	420942	9886	NA
gene-ABCA13	420943	51377	NA
gene-LOC112531813	112531813	NA	NA
gene-VWC2	420944	9891	NA
gene-ZPBP	404537	9892	NA
gene-C7orf72	100857655	65378	NA
gene-IKZF1	395974	49585	NA
gene-FIGNL1	420946	15845	NA
gene-DDC	420947	9900	NA
gene-LOC769743	769743	55498	NA
gene-LOC428505	428505	53384	NA
gene-GRB10	420948	9904	NA
gene-COBL	420949	9906	NA
gene-LOC107052647	107052647	75650	NA
gene-LOC112531814	112531814	NA	NA
gene-LOC770839	770839	56311	NA
gene-LOC107055929	107055929	78883	NA
gene-LOC107055886	107055886	78840	NA
gene-LOC107052660	107052660	75663	NA
gene-LOC107052659	107052659	75662	NA
gene-VSTM2A	420951	9913	NA
gene-LOC112531815	112531815	NA	NA
gene-LOC107052663	107052663	75666	NA
gene-LOC107052658	107052658	75661	NA
gene-LOC107052657	107052657	75660	NA
gene-LOC112531816	112531816	NA	NA
gene-FHOD3	420952	9916	NA
gene-RPRD1A	420953	51379	NA
gene-C2H18ORF21	420954	9919	NA
gene-LOC101751251	101751251	70677	NA
gene-MIR187	777797	59082	MI0001193
gene-LOC112531817	112531817	NA	NA
gene-LOC107052662	107052662	75665	NA
gene-GALNT1	420955	51380	NA
gene-INO80C	420956	9924	NA
gene-LOC107052655	107052655	75658	NA
gene-LOC112531966	112531966	NA	NA
gene-TMEM245	420957	9925	NA
gene-MIR32	777798	59083	MI0001194
gene-FRRS1L	420961	9926	NA
gene-LOC107052653	107052653	75656	NA
gene-EPB41L4B	420962	9928	NA
gene-LOC101751446	101751446	70867	NA
gene-PTPN3	420963	51381	NA
gene-MOCOS	420964	9931	NA
gene-PCBP2	420965	3236	NA
gene-ZNF830	420966	9934	NA
gene-BAG1	420967	9935	NA
gene-CHMP5	420968	9936	NA
gene-FH	420969	9939	NA
gene-SDHA	395758	49461	NA
gene-CCDC127	420970	9945	NA
gene-SLC6A19	420971	13896	NA
gene-SLC6A18	100858092	64981	NA
gene-LOC107052652	107052652	75655	NA
gene-TERT	420972	9953	NA
gene-LOC107052651	107052651	75654	NA
gene-CLPTM1L	420973	9956	NA
gene-LPCAT1	420974	9958	NA
gene-LOC107052649	107052649	75652	NA
gene-NDUFS6	420976	9959	NA
gene-IRX4	373974	15827	NA
gene-LOC107052648	107052648	75651	NA
gene-LOC112531818	112531818	NA	NA
gene-LOC101747569	101747569	67067	NA
gene-LOC107052665	107052665	75668	NA
gene-IRX2	373975	48986	NA
gene-LOC771474	771474	56804	NA
gene-LOC112531819	112531819	NA	NA
gene-LOC107052667	107052667	75670	NA
gene-IRX1	374185	9961	NA
gene-LOC107052666	107052666	75669	NA
gene-LOC112531820	112531820	NA	NA
gene-LOC107052668	107052668	75671	NA
gene-LOC107052669	107052669	75672	NA
gene-LOC107052670	107052670	75673	NA
gene-LOC112531821	112531821	NA	NA
gene-ANKS6	420977	9962	NA
gene-GALNT12	420978	9963	NA
gene-GABBR2	420979	9964	NA
gene-MIR1816	100315819	60679	MI0007490
gene-ELP2	420980	9965	NA
gene-CTNNAL1	100858912	66084	NA
gene-FAM206A	420983	13895	NA
gene-SLC39A6	420984	9970	NA
gene-TMEFF1	420985	9973	NA
gene-MURC	420986	51382	NA
gene-DNAH5L	428510	53386	NA
gene-EXOC3	420987	10079	NA
gene-PDCD6	420988	10082	NA
gene-LOC101748694	101748694	68176	NA
gene-AHRR	420989	51383	NA
gene-MSANTD3	420991	51384	NA
gene-LOC420992	420992	51385	NA
gene-TEX10	420993	10107	NA
gene-LOC107052684	107052684	75687	NA
gene-INVS	395234	10109	NA
gene-ERP44	420994	10115	NA
gene-STX17	420995	10120	NA
gene-NR4A3	420996	10177	NA
gene-LOC112531945	112531945	NA	NA
gene-LOC107052672	107052672	75675	NA
gene-LOC107052673	107052673	75676	NA
gene-SEC61B	420997	10178	NA
gene-ALG2	420998	10181	NA
gene-LOC101749901	101749901	69358	NA
gene-IFI6	403120	49866	NA
gene-TRNAV-AAC-4	112532005	NA	NA
gene-TRNAV-AAC-5	112532023	NA	NA
gene-GLIPR2	420999	10184	NA
gene-BLOC1S4	421000	10192	NA
gene-PARD6G	428511	10194	NA
gene-SCGN	421001	10196	NA
gene-CARMIL1	421002	10202	NA
gene-LOC112531823	112531823	NA	NA
gene-LOC112531822	112531822	NA	NA
gene-FAM65B	421003	10211	NA
gene-TRNAV-CAC-2	112532006	NA	NA
gene-LOC107052675	107052675	75678	NA
gene-GMNN	421004	10213	NA
gene-C2H6ORF62	421005	10215	NA
gene-ACOT13	421006	10216	NA
gene-TDP2	421007	10219	NA
gene-GALR1	428512	66563	NA
gene-MBP	396217	10221	NA
gene-ZNF236	421008	10232	NA
gene-LOC107052677	107052677	75680	NA
gene-LOC112531824	112531824	NA	NA
gene-ZNF516	421009	10234	NA
gene-TSHZ1	428513	10243	NA
gene-ZADH2	421010	15813	NA
gene-ZNF407	421011	66389	NA
gene-LOC112531825	112531825	NA	NA
gene-LOC112531991	112531991	NA	NA
gene-CNDP1	421012	10256	NA
gene-LOC112531826	112531826	NA	NA
gene-CNDP2	421013	13892	NA
gene-FAM69C	421014	10260	NA
gene-C18orf63	421015	66390	NA
gene-CYB5A	414798	10264	NA
gene-TIMM21	421016	10265	NA
gene-FBXO15	421017	10270	NA
gene-LOC112531974	112531974	NA	NA
gene-LOC112531975	112531975	NA	NA
gene-LOC101751996	101751996	71410	NA
gene-LOC112531827	112531827	NA	NA
gene-NETO1	421018	10277	NA
gene-MIR1803	100315849	60709	MI0007548
gene-CBLN2	421019	22073	NA
gene-LOC112531828	112531828	NA	NA
gene-LOC112531829	112531829	NA	NA
gene-SOCS6	421020	10278	NA
gene-MIR6584	102465340	71768	MI0022404
gene-RTTN	421023	10290	NA
gene-TRNAA-AGC	112532024	NA	NA
gene-CD226	772097	10292	NA
gene-DOK6	421025	10296	NA
gene-MIR1681	100315975	60834	MI0007415
gene-CCDC102B	100859046	64075	NA
gene-TMX3	421027	10300	NA
gene-GGGT5L	101749664	69125	NA
gene-LOC107052681	107052681	75684	NA
gene-LOC107052682	107052682	75685	NA
gene-DSEL	421028	10307	NA
gene-LOC107052686	107052686	75689	NA
gene-LOC101748446	101748446	67929	NA
gene-LOC101748525	101748525	68008	NA
gene-CDH19	421029	10314	NA
gene-CDH7	374007	49001	NA
gene-MIR3524B	102466182	71908	MI0022472
gene-MC2R	428516	10394	NA
gene-MC5R	421047	10393	NA
gene-RNMT	421046	10392	NA
gene-FAM210A	421045	10391	NA
gene-LDLRAD4	421044	51390	NA
gene-LOC112531830	112531830	NA	NA
gene-LOC107052689	107052689	75692	NA
gene-CEP192	421043	10385	NA
gene-SEH1L	100859886	66096	NA
gene-PTPN2	396409	10374	NA
gene-LOC107052688	107052688	75691	NA
gene-PSMG2	421040	10372	NA
gene-CEP76	421039	10369	NA
gene-SPIRE1	421033	10340	NA
gene-PRELID3A	421035	51388	NA
gene-AFG3L2	421036	10366	NA
gene-TUBB6	421037	51389	NA
gene-CIDEA	768659	10	NA
gene-MIR6701	102465413	71841	MI0022523
gene-IMPA2	421032	10339	NA
gene-MPPE1	421031	10329	NA
gene-LOC107052690	107052690	75693	NA
gene-GNAL	474379	10324	NA
gene-LOC112531831	112531831	NA	NA
gene-LOC112531832	112531832	NA	NA
gene-PIEZO2	421052	10434	NA
gene-NAPG	421051	51393	NA
gene-MOG	421050	51392	NA
gene-LOC101751084	101751084	70517	NA
gene-APCDD1	426765	52884	NA
gene-VAPA	768928	54859	NA
gene-LOC101751230	101751230	70656	NA
gene-RAB31	430750	15805	NA
gene-PPP4R1	425903	6375	NA
gene-RALBP1	429466	53665	NA
gene-TWSG1	374024	6364	NA
gene-ANKRD12	425900	6363	NA
gene-NDUFV2	426488	52803	NA
gene-LOC112531833	112531833	NA	NA
gene-LOC101751800	101751800	71217	NA
gene-LOC101751848	101751848	71263	NA
gene-MTCL1	426050	10057	NA
gene-LOC107052697	107052697	75699	NA
gene-LOC112531834	112531834	NA	NA
gene-RAB12	421048	10397	NA
gene-PTPRM	421049	51391	NA
gene-LOC112531835	112531835	NA	NA
gene-LRRC30	769685	13886	NA
gene-LAMA1	374016	10834	NA
gene-ARHGAP28	421053	10945	NA
gene-LOC107052698	107052698	75700	NA
gene-TMEM200C	421054	51394	NA
gene-AKAP7L	100858093	64980	NA
gene-EPB41L3	421055	10955	NA
gene-ZBTB14	396070	49638	NA
gene-AKAIN1	769357	55190	NA
gene-LOC112531836	112531836	NA	NA
gene-DLGAP1L	100859693	63454	NA
gene-LOC101749448	101749448	68918	NA
gene-TGIF1	396339	49758	NA
gene-LOC107052699	107052699	75701	NA
gene-LOC112531837	112531837	NA	NA
gene-MYL12B	770011	55709	NA
gene-MYL12A	396284	49735	NA
gene-MYOM1	395805	11015	NA
gene-LOC107051992	107051992	74998	NA
gene-LPIN2	421059	51395	NA
gene-EMILIN2	421058	10988	NA
gene-SMCHD1	421057	10985	NA
gene-NDC80	395134	10977	NA
gene-METTL4	421056	10975	NA
gene-LOC107051993	107051993	74999	NA
gene-LOC112531838	112531838	NA	NA
gene-ADCYAP1	408251	11024	NA
gene-LOC107052005	107052005	75011	NA
gene-YES1	396238	49713	NA
gene-TYMS	421060	11055	NA
gene-CLUL1	768430	11062	NA
gene-COLEC12	421061	11067	NA
gene-LOC107051996	107051996	75002	NA
gene-THOC1	421062	11072	NA
gene-USP14	421063	11077	NA
gene-ROCK1	373970	11078	NA
gene-LOC107051997	107051997	75003	NA
gene-GREB1L	421064	51396	NA
gene-ESCO1	421067	11088	NA
gene-ABHD3	421068	11090	NA
gene-LOC107051999	107051999	75005	NA
gene-MIB1	421069	11124	NA
gene-MIR133A1	777799	59084	MI0001195
gene-MIR1-2	777800	59085	MI0001196
gene-LOC421070	421070	51397	NA
gene-GATA6	396390	49785	NA
gene-LOC107051998	107051998	75004	NA
gene-LOC101751137	101751137	70568	NA
gene-RBBP8	421071	11132	NA
gene-LOC107052000	107052000	75006	NA
gene-CABLES1	768914	11146	NA
gene-TMEM241	421073	15789	NA
gene-RIOK3	421074	11152	NA
gene-C2H18ORF8	421075	11157	NA
gene-NPC1	421076	11176	NA
gene-ANKRD29	428523	11180	NA
gene-LAMA3	428524	11197	NA
gene-LOC107052001	107052001	75007	NA
gene-TTC39C	421077	11205	NA
gene-CABYR	107052002	75008	NA
gene-OSBPL1A	421079	11224	NA
gene-IMPACT	421080	51398	NA
gene-HRH4	769106	11236	NA
gene-HRH3L	428525	53390	NA
gene-LOC421081	421081	51399	NA
gene-ZNF521	421083	11244	NA
gene-MIR1597	100315958	60817	MI0007324
gene-LOC107052003	107052003	75009	NA
gene-SS18	421085	11249	NA
gene-TAF4B	421086	11252	NA
gene-KCTD1	421087	11254	NA
gene-LOC107056037	107056037	78991	NA
gene-AQP4	421088	51401	NA
gene-CHST9	421089	13883	NA
gene-LOC769098	769098	54982	NA
gene-CDH2	414745	11259	NA
gene-LOC112531839	112531839	NA	NA
gene-LOC112531840	112531840	NA	NA
gene-LOC107052004	107052004	75010	NA
gene-LOC101749116	101749116	68590	NA
gene-LOC112531841	112531841	NA	NA
gene-DSC1	428527	53391	NA
gene-LOC107052700	107052700	75702	NA
gene-DSG4	428528	25112	NA
gene-LOC107052701	107052701	75703	NA
gene-DSG2	428529	11267	NA
gene-TTR	396277	49731	NA
gene-LOC112531842	112531842	NA	NA
gene-B4GALT6	421092	11275	NA
gene-OPN5L1	421093	51404	NA
gene-TRAPPC8	421095	11281	NA
gene-RNF138	421096	11282	NA
gene-MEP1B	421097	11288	NA
gene-LOC112531843	112531843	NA	NA
gene-GAREM1	421098	11295	NA
gene-RAB10L	421099	51405	NA
gene-KLHL14	421100	51406	NA
gene-LOC112531844	112531844	NA	NA
gene-LOC107052705	107052705	75707	NA
gene-CCDC178	428531	53392	NA
gene-MIR6707	102465973	71897	MI0022529
gene-LOC112531845	112531845	NA	NA
gene-ASXL3	421102	51408	NA
gene-LOC112531847	112531847	NA	NA
gene-LOC112531846	112531846	NA	NA
gene-LOC112531848	112531848	NA	NA
gene-NOL4	769466	11309	NA
gene-LOC112531849	112531849	NA	NA
gene-LOC112531850	112531850	NA	NA
gene-DTNA	421104	11319	NA
gene-MAPRE2	421105	11322	NA
gene-EPT1L	100857837	65222	NA
gene-LOC421106	421106	11326	NA
gene-LOC107052709	107052709	75711	NA
gene-LOC112531852	112531852	NA	NA
gene-LOC112531851	112531851	NA	NA
gene-CEBPD	107052707	75709	NA
gene-PRKDC	395376	49288	NA
gene-MCM4	426764	9780	NA
gene-TRNAA-AGC-2	112532026	NA	NA
gene-TRNAA-AGC-3	112532027	NA	NA
gene-TRNAA-AGC-4	112532007	NA	NA
gene-TRNAA-AGC-5	112532028	NA	NA
gene-TRNAA-AGC-6	112532008	NA	NA
gene-UBE2V2	421109	66391	NA
gene-LOC421108	421108	51410	NA
gene-LOC107052710	107052710	75712	NA
gene-LOC101751801	101751801	71218	NA
gene-LOC112531853	112531853	NA	NA
gene-LOC112531981	112531981	NA	NA
gene-LOC107052711	107052711	75713	NA
gene-SNAI2	432368	54314	NA
gene-C2H8ORF22	425711	17418	NA
gene-SNTG1	421113	11347	NA
gene-LOC107052713	107052713	75715	NA
gene-PCMTD1	421114	11349	NA
gene-LOC112531855	112531855	NA	NA
gene-LOC112531854	112531854	NA	NA
gene-ST18	421115	11353	NA
gene-FAM150A	100859887	63272	NA
gene-RB1CC1	421116	11357	NA
gene-LOC107052717	107052717	75719	NA
gene-NPBWR1	421117	11358	NA
gene-LOC421118	421118	51412	NA
gene-OPRK1	428533	11365	NA
gene-ATP6V1H	426199	10210	NA
gene-LOC107052724	107052724	75726	NA
gene-RGS20	395646	66209	NA
gene-TCEA1	421119	51413	NA
gene-LYPLA1	770321	55944	NA
gene-MRPL15	421121	11375	NA
gene-SOX17	428534	53393	NA
gene-RP1	107052728	NA	NA
gene-LOC107052722	107052722	75724	NA
gene-RP1-2	421123	51415	NA
gene-LOC107052731	107052731	75732	NA
gene-LOC107055922	107055922	78876	NA
gene-XKR4	100858171	64906	NA
gene-LOC112531856	112531856	NA	NA
gene-TMEM68	421124	51416	NA
gene-LOC112531801	112531801	NA	NA
gene-TMEM68L	421125	66392	NA
gene-TGS1	421126	11425	NA
gene-LOC112531857	112531857	NA	NA
gene-LYN	421127	51418	NA
gene-KIF20AL	430761	54047	NA
gene-RPS20	430990	10734	NA
gene-LOC112531997	112531997	NA	NA
gene-MOS	428537	53396	NA
gene-PLAG1	429484	53668	NA
gene-CHCHD7	770709	56225	NA
gene-SDR16C5	421130	51419	NA
gene-ERD2L	428538	53397	NA
gene-PENK	421131	11490	NA
gene-IMPAD1	421132	11492	NA
gene-FAM110B	421134	11494	NA
gene-UBXN2B	421135	51421	NA
gene-CYP7A1	414834	11501	NA
gene-SDCBP	421136	51422	NA
gene-NSMAF	421137	11513	NA
gene-TOX	421138	51423	NA
gene-LOC112531858	112531858	NA	NA
gene-LOC107052735	107052735	75736	NA
gene-LOC107052734	107052734	75735	NA
gene-CA8	421139	11520	NA
gene-LOC101750130	101750130	69586	NA
gene-LOC107052733	107052733	75734	NA
gene-RAB2A	396153	49674	NA
gene-LOC107052732	107052732	75733	NA
gene-MIR1557	100315711	60571	MI0007282
gene-CHD7	421140	51424	NA
gene-LOC107052737	107052737	75738	NA
gene-LOC101750226	101750226	69680	NA
gene-LOC107052736	107052736	75737	NA
gene-CLVS1	421141	11536	NA
gene-LOC112531859	112531859	NA	NA
gene-ASPH	421142	11539	NA
gene-LOC112531860	112531860	NA	NA
gene-LOC107049082	107049082	72108	NA
gene-GGH	421144	11559	NA
gene-TTPA	771074	56487	NA
gene-YTHDF3	421145	51425	NA
gene-LOC112531861	112531861	NA	NA
gene-LOC112531862	112531862	NA	NA
gene-MIR124C	102465315	71744	MI0022364
gene-MIR124A	777801	59086	MI0001197
gene-MIR1714	100315799	60659	MI0007451
gene-BHLHE22	395164	49197	NA
gene-CYP7B1	420164	51197	NA
gene-LOC101751292	101751292	70717	NA
gene-ARMC1	429406	30	NA
gene-MTFR1	395222	177	NA
gene-PDE7A	425199	11568	NA
gene-DNAJC5B	428358	11570	NA
gene-TRNAA-AGC-7	112532029	NA	NA
gene-TRNAY-GUA-2	112532030	NA	NA
gene-TRNAY-GUA-3	112532031	NA	NA
gene-TRNAY-GUA-4	112532032	NA	NA
gene-TRNAY-GUA-5	112532033	NA	NA
gene-TRNAY-GUA-6	112532034	NA	NA
gene-TRNAY-GUA-7	112532035	NA	NA
gene-TRNAY-GUA-8	112532037	NA	NA
gene-LOC112531863	112531863	NA	NA
gene-TRNAY-GUA-9	112532038	NA	NA
gene-TRNAY-GUA-10	112532039	NA	NA
gene-TRNAY-GUA-11	112532040	NA	NA
gene-TRNAY-GUA-12	112532041	NA	NA
gene-TRNAY-GUA-13	112532042	NA	NA
gene-TRNAR-ACG-3	112532009	NA	NA
gene-TRNAR-ACG-4	112532043	NA	NA
gene-TRNAY-GUA-14	112532010	NA	NA
gene-TRNAR-ACG-5	112532044	NA	NA
gene-TRIM55	420166	11572	NA
gene-CRH	404297	11573	NA
gene-LOC107052745	107052745	75745	NA
gene-LOC107052738	107052738	75739	NA
gene-MIR7456	102465729	71873	MI0024126
gene-RRS1	107052739	75740	NA
gene-ADHFE1	426446	10574	NA
gene-C2H8ORF46	426416	10522	NA
gene-MYBL1	396158	49677	NA
gene-TRNAY-GUA-15	112532045	NA	NA
gene-LOC107052746	107052746	75746	NA
gene-VCPIP1	428359	11576	NA
gene-LOC107052742	107052742	75743	NA
gene-SGK3	420167	11577	NA
gene-MCMDC2	428360	11578	NA
gene-LOC107052740	107052740	75741	NA
gene-TCF24	429524	53687	NA
gene-PPP1R42	420168	51198	NA
gene-COPS5	426579	10786	NA
gene-CSPP1	420169	11586	NA
gene-ARFGEF1	420170	11597	NA
gene-LOC112531802	112531802	NA	NA
gene-CPA6	420171	51199	NA
gene-PREX2	420172	11603	NA
gene-C2H8ORF34	768864	11604	NA
gene-LOC101747717	101747717	67212	NA
gene-SULF1	426312	8558	NA
gene-SLCO5A1	420174	11610	NA
gene-PRDM14	100858709	64389	NA
gene-NCOA2	420176	11634	NA
gene-MIR1569-2	100315718	60578	MI0007295
gene-LOC112531864	112531864	NA	NA
gene-TRAM1	378918	49146	NA
gene-LACTB2	420178	58127	NA
gene-XKR9	428363	15732	NA
gene-EYA1	395718	49441	NA
gene-LOC101748504	101748504	67987	NA
gene-MSC	420179	13879	NA
gene-TRPA1	420180	11655	NA
gene-KCNB2	431181	66171	NA
gene-MIR1796	100315898	60758	MI0007539
gene-TERF1	378896	49131	NA
gene-SBSPON	420181	51201	NA
gene-LOC107052756	107052756	75756	NA
gene-RPL7	420182	51202	NA
gene-RDH10	420183	66364	NA
gene-STAU2	420184	11665	NA
gene-UBE2W	420185	13878	NA
gene-LOC112531865	112531865	NA	NA
gene-ELOC	420187	11667	NA
gene-TMEM70	420188	11668	NA
gene-LY96	420189	66365	NA
gene-LOC107052755	107052755	75755	NA
gene-JPH1	420190	11672	NA
gene-LOC112531866	112531866	NA	NA
gene-GDAP1	420191	11676	NA
gene-LOC112531867	112531867	NA	NA
gene-PI15	374241	49097	NA
gene-LOC112531868	112531868	NA	NA
gene-CRISPLD1	395369	11679	NA
gene-LOC112531869	112531869	NA	NA
gene-HNF4G	428364	11688	NA
gene-LOC107052754	107052754	75754	NA
gene-LOC107052753	107052753	75753	NA
gene-ZFHX4	395904	11690	NA
gene-LOC112531870	112531870	NA	NA
gene-PEX2	420192	11693	NA
gene-LOC112531871	112531871	NA	NA
gene-LOC112531873	112531873	NA	NA
gene-LOC112531872	112531872	NA	NA
gene-LOC769517	769517	55314	NA
gene-LOC112531874	112531874	NA	NA
gene-LOC107055860	107055860	78815	NA
gene-LOC425647	425647	52524	NA
gene-LOC107055859	107055859	78814	NA
gene-LOC107052752	107052752	75752	NA
gene-LOC112531875	112531875	NA	NA
gene-PKIA	396333	11733	NA
gene-ZC2HC1A	769604	11735	NA
gene-IL7	420193	15729	NA
gene-LOC101750271	101750271	69724	NA
gene-LOC107049563	107049563	72579	NA
gene-LOC107050168	107050168	73183	NA
gene-LOC112531876	112531876	NA	NA
gene-STMN2	396095	49645	NA
gene-HEY1	428365	11739	NA
gene-MRPS28	770322	11740	NA
gene-TPD52	770339	11745	NA
gene-LOC107052750	107052750	75750	NA
gene-LOC101750761	101750761	70203	NA
gene-ZBTB10	428366	53348	NA
gene-LOC101751416	101751416	70838	NA
gene-ZNF704	420194	11752	NA
gene-LOC101750982	101750982	70419	NA
gene-PAG1	420195	11753	NA
gene-MRPL53	420196	66366	NA
gene-FABP5	420197	51203	NA
gene-LOC112531877	112531877	NA	NA
gene-PMP2	420198	13876	NA
gene-FABP4	374165	11759	NA
gene-IMPA1	420199	66367	NA
gene-ZFAND1	420200	11772	NA
gene-CHMP4C	420201	11777	NA
gene-SNX16	420202	11782	NA
gene-LOC112531714	112531714	NA	NA
gene-LOC107052748	107052748	75748	NA
gene-LOC112531999	112531999	NA	NA
gene-LOC107052747	107052747	75747	NA
